#N E pmin p1min pmax wmin wmax wave
13794 138274 5.7732e-15 5.7732e-15 1 0 2147483654.09117 916308.646743488
#nodeindex nodename nodeweight
639 LGALS3BP 0.010327
640 ADAMTSL5 0.010332
641 LBP 0.0050716
642 FADS1 0.0052276
643 AATF 0.0082676
644 COL27A1 0.00077
645 SPPL3 0.010457
646 TSPAN16 0.010526
647 AAGAB 0.010552
648 RIMBP2 0.01057
649 MSRA 0.0063238
650 GALK1 0.009692
651 CDADC1 0.010659
652 DERL2 0.010676
653 STARD3 0.010682
654 TPPP 0.0049949
655 PPIH 0.002514
656 ADAP2 0.010703
657 LIF 3.1495e-05
658 CELA3B 0.010788
659 CCL22 4.4755e-07
660 THPO 3.1495e-05
661 UNC45A 0.01093
662 PDE1A 0.0011061
663 CASKIN1 0.010936
664 OR2H2 0.010943
665 KCTD9 0.01101
666 REV1 0.00025756
667 JMJD4 0.01108
668 PRSS16 0.011082
669 CD180 0.011144
670 GEM 0.011175
671 NEK7 0.0015063
672 COQ10B 0.011228
673 POLR2F 2.5723e-06
674 AMY2B 0.011312
675 HRH4 0.011316
676 ATP8A1 0.011376
677 UBD 0.0085302
678 AKR1C3 0.011431
679 PPP1R10 0.0078831
680 MTF1 0.0025373
681 SCNN1D 0.011661
682 CTU1 0.011683
683 NLRP3 2.9063e-07
684 GLT8D2 0.011731
685 PTPRH 0.011738
686 HLA-C 1.2707e-13
687 POC5 0.0118
688 NUP210L 0.011801
689 PACSIN1 0.011847
690 TAF11 0.011862
691 VPS18 1.7439e-05
692 USP41 0.011965
693 ARID5B 0.011986
694 AMY1A 0.012
695 FEN1 1.2167e-06
696 ORMDL2 0.012
697 CCND2 9.7504e-06
698 PAPLN 0.00046322
699 EFNA4 0.00037312
700 MFSD6 0.012074
701 CLCN6 3.1495e-05
702 FCGR3A 5.1118e-05
703 COBL 0.011847
704 DPH3 0.00048293
705 EPS8L1 0.012165
706 IFRD2 2.9e-09
707 SOX9 0.0035874
708 AMD1 0.0017144
709 GLYCTK 0.012258
710 IDH1 0.0043133
711 POFUT1 0.00042823
712 SCIN 0.012375
713 ST3GAL1 1.0588e-05
714 PLK2 0.00045806
715 ERGIC2 0.0030263
716 TAS2R1 0.012716
717 IL17RB 0.012759
718 CDA 0.012772
719 DLL1 2.4863e-13
720 HSPA6 5.8648e-12
721 PEX7 9.5784e-05
722 EMC2 0.012832
723 RNPC3 0.0067963
724 MDC1 0.000313
725 PTGIR 0.012858
726 MYO18B 0.012863
727 TRPM8 0.0014691
728 ZSCAN26 0.01289
729 IMPACT 0.012914
730 TRMT12 0.0082958
731 RGL2 3.2956e-06
732 CLK3 0.013181
733 LRRC14B 0.0132
734 CELA3A 0.013286
735 PER3 7.7311e-05
736 PRRC2C 0.013369
737 BAIAP2L2 0.013382
738 FBXL3 0.01339
739 B3GNT3 7.2775e-06
740 CHAC1 0.0099047
741 FABP2 0.013524
742 LAMC3 0.0025738
743 PMPCA 0.013566
744 MTHFR 4.1542e-06
745 FNDC3A 0.0061546
746 COG7 0.00026
747 TMEM131 0.013894
748 GABRB1 0.01395
749 TMIGD2 0.014017
750 ANKS1A 0.0024401
751 SIX5 0.014033
752 PLA2G6 2.2134e-05
753 ZNF687 0.014058
754 MLYCD 0.00046322
755 HEXB 4.0891e-10
756 GALNT18 1.0588e-05
757 WRAP73 0.014153
758 IFI16 0.014167
759 APP 2.8002e-09
760 HUS1B 0.014287
761 SPAG5 0.0097253
762 KCNK2 0.014484
763 PGAP3 0.0018559
764 KHDRBS2 0.014557
765 SPAG7 0.014562
766 PAN2 0.014563
767 SDF4 0.014633
768 TAF8 0.011862
769 TNFAIP2 0.0007811
770 DICER1 2.9e-09
771 APLP2 0.014172
772 ANXA10 0.014881
773 NOS2 2.2134e-05
774 SCO2 0.014943
775 GPN2 0.015
776 CCR10 0.010821
777 CCT8 2.9e-09
778 KIF3B 0.015023
779 TMEFF2 0.015056
780 RNF5 9.5784e-05
781 REL 5.1118e-05
782 ABHD5 0.015216
783 DNAJA4 5.8648e-12
784 RAB44 0.015275
785 NACA2 0.015278
786 AGRN 3.4506e-05
787 CPNE1 0.015302
788 CLSTN1 0.014172
789 GSE1 0.015354
790 ZNF518B 0.015355
791 HCK 6.4531e-08
792 USP8 0.00035905
793 COLGALT2 0.0048036
794 C5 1.4407e-10
795 CDC42BPG 0.015561
796 POM121L2 0.015591
797 LSM12 0.015631
798 CNIH4 0.015674
799 AHNAK2 0.015698
800 TOM1L2 0.015703
801 STX8 4.4198e-05
802 SERPINE2 0.00072
803 CTLA4 4.4755e-07
804 MMP14 0.0025738
805 AAR2 0.0064525
806 HYAL1 0.015958
807 GGA2 0.015962
808 DLG1 0.0031562
809 CALCOCO1 0.015973
810 LRRC6 1.9484e-08
811 UBFD1 1.277e-06
812 TBC1D7 0.00035905
813 FUT3 7.2775e-06
814 WNT2 0.0067483
815 ZNF641 0.0066928
816 LSM11 0.00017747
817 ARHGEF1 0.016295
818 RAD54L2 0.016343
819 BRD9 3.3261e-05
820 ROR2 0.010079
821 NATD1 0.016465
822 CDC7 0.0017619
823 PDGFC 0.016663
824 ZBED6CL 0.016692
825 PNPLA1 0.0026596
826 KCNK1 0.016815
827 GNG11 4.9035e-05
828 KLB 0.017064
829 MRPS31 0.00030112
830 ASB13 0.017123
831 DEFB119 0.017178
832 GEMIN4 0.017202
833 PPP1R9A 0.017266
834 OGFOD3 0.017297
835 OPN5 0.017321
836 AGAP1 0.017363
